ለንኡሳት	manual_morphemes.json
ለንኡስ	manual_morphemes.json
ለዐይን	manual_morphemes.json
ለዘመጽአ	manual_morphemes.json
ልሳነቲከ	manual_morphemes.json
ልሳኑ	manual_morphemes.json
ልሳኒክን	manual_morphemes.json
ልሳናቲሁ	manual_morphemes.json
ልሳናቲሃ	manual_morphemes.json
ልሳናቲሆሙ	manual_morphemes.json
ልሳናቲሆን	manual_morphemes.json
ልሳናቲነ	manual_morphemes.json
ልሳናቲክሙ	manual_morphemes.json
ልሳናቲክን	manual_morphemes.json
ልሳናት	manual_morphemes.json
ልሳናትኪ	manual_morphemes.json
ልሳንነ	manual_morphemes.json
ልሳንከ	manual_morphemes.json
ልሳንኪ	manual_morphemes.json
ልሳንክን	manual_morphemes.json
ልሳንየ	manual_morphemes.json
ልሳኖሙ	manual_morphemes.json
ልሳኖን	manual_morphemes.json
መጻአከ	manual_morphemes.json
መጽአት	manual_morphemes.json
ሰማያዊ	manual_morphemes.json
ሰማያዊት	manual_morphemes.json
ሰማያውያን	manual_morphemes.json
በላዕነ	manual_morphemes.json
በላዕከ	manual_morphemes.json
በላዕኩ	manual_morphemes.json
በላዕኪ	manual_morphemes.json
በላዕክሙ	manual_morphemes.json
በልዐት	manual_morphemes.json
በልዑ	manual_morphemes.json
በአዕይንተ	manual_morphemes.json
በአዕይንት	manual_morphemes.json
ትመጽእ	manual_morphemes.json
ኃይሉሂ	manual_morphemes.json
ኃይልነ	manual_morphemes.json
ኃይልከ	manual_morphemes.json
ኃይልኪ	manual_morphemes.json
ኃይልክሙ	manual_morphemes.json
ኃይልክን	manual_morphemes.json
ኃይልየ	manual_morphemes.json
ኃይሎሙ	manual_morphemes.json
ኃይሎን	manual_morphemes.json
ነፀረት	manual_morphemes.json
ነፀርነ	manual_morphemes.json
ነፀርከ	manual_morphemes.json
ነፀርኩ	manual_morphemes.json
ነፀርኪ	manual_morphemes.json
ነፀርክሙ	manual_morphemes.json
ነፀርክን	manual_morphemes.json
ነፂረነ	manual_morphemes.json
ነፂረከ	manual_morphemes.json
ነፂረኪ	manual_morphemes.json
ነፂረክሙ	manual_morphemes.json
ነፂረክን	manual_morphemes.json
ነፂሩ	manual_morphemes.json
ነፂራ	manual_morphemes.json
ነፂርየ	manual_morphemes.json
ነፂሮሙ	manual_morphemes.json
ነፂሮን	manual_morphemes.json
ንኡሰ	manual_morphemes.json
ንኡሳን	manual_morphemes.json
ንኡስክሙ	manual_morphemes.json
አዕይንተ	manual_morphemes.json
አዕይንቱ	manual_morphemes.json
ኢመጻእከ	manual_morphemes.json
ኢመጽአ	manual_morphemes.json
ኢመጽአት	manual_morphemes.json
ኢሰፋሕነ	manual_morphemes.json
ኢሰፋሕከ	manual_morphemes.json
ኢሰፋሕኩ	manual_morphemes.json
ኢሰፋሕኪ	manual_morphemes.json
ኢሰፍሐ	manual_morphemes.json
ኢሰፍሐት	manual_morphemes.json
ኢሰፍሕክን	manual_morphemes.json
ኢስፋሐ	manual_morphemes.json
ወለንኡሳትሂ	manual_morphemes.json
ወለንኡሳትሰ	manual_morphemes.json
ወለንኡሳን	manual_morphemes.json
ወመጻአከ	manual_morphemes.json
ወመጽአ	manual_morphemes.json
ወመጽአት	manual_morphemes.json
ወሰፋሕኪ	manual_morphemes.json
ወሰፋሕክሙ	manual_morphemes.json
ወሰፍሐ	manual_morphemes.json
ወሰፍሐት	manual_morphemes.json
ወሰፍሐነ	manual_morphemes.json
ወሰፍሑ	manual_morphemes.json
ወበላዕከ	manual_morphemes.json
ወበላዕኩ	manual_morphemes.json
ወበላዕኪ	manual_morphemes.json
ወበላዕክሙ	manual_morphemes.json
ወበልዐ	manual_morphemes.json
ወበልዐት	manual_morphemes.json
ወበልዑ	manual_morphemes.json
ወበማዕጾነ	manual_morphemes.json
ወበማዕጾየ	manual_morphemes.json
ወነፀረ	manual_morphemes.json
ወነፀረት	manual_morphemes.json
ወነፀርነ	manual_morphemes.json
ወነፀርከ	manual_morphemes.json
ወነፀርኩ	manual_morphemes.json
ወነፀርኪ	manual_morphemes.json
ወነፀርክሙ	manual_morphemes.json
ወነፀርክን	manual_morphemes.json
ወነፂረነ	manual_morphemes.json
ወነፂረከ	manual_morphemes.json
ወነፂረኪ	manual_morphemes.json
ወነፂረክሙ	manual_morphemes.json
ወነፂረክን	manual_morphemes.json
ወነፂሩ	manual_morphemes.json
ወነፂራ	manual_morphemes.json
ወነፂርነ	manual_morphemes.json
ወነፂርየ	manual_morphemes.json
ወነፂሮሙ	manual_morphemes.json
ወነፂሮን	manual_morphemes.json
ወንኡሰ	manual_morphemes.json
ወንኡሳን	manual_morphemes.json
ወአዕይንተ	manual_morphemes.json
ወአዕይንቱ	manual_morphemes.json
ወአዕይንት	manual_morphemes.json
ወኢይትዐጸዉ	manual_morphemes.json
ወኢይትዐጸዋ	manual_morphemes.json
ወኢይትዐጾ	manual_morphemes.json
ወዐይንኪ	manual_morphemes.json
ወዐጸወት	manual_morphemes.json
ወዐጸዉ	manual_morphemes.json
ወዐጸዋ	manual_morphemes.json
ወዐጸውነ	manual_morphemes.json
ወዐጸውከ	manual_morphemes.json
ወዐጸውኩ	manual_morphemes.json
ወዐጸውኪ	manual_morphemes.json
ወዘሐነጸት	manual_morphemes.json
ወዘማዕጾሁ	manual_morphemes.json
ወዘማዕጾሆሙ	manual_morphemes.json
ወዘማዕጾክሙ	manual_morphemes.json
ወዘንኡስ	manual_morphemes.json
ዐጸወት	manual_morphemes.json
ዐጸዉ	manual_morphemes.json
ዐጸዋ	manual_morphemes.json
ዐጸውነ	manual_morphemes.json
ዐጸውከ	manual_morphemes.json
ዐጸውኩ	manual_morphemes.json
ዐጸውኪ	manual_morphemes.json
ዘመጻአከ	manual_morphemes.json
ዘመጽአ	manual_morphemes.json
ዘመጽአት	manual_morphemes.json
ዘማዕጾሁ	manual_morphemes.json
ዘማዕጾሆሙ	manual_morphemes.json
ዘማዕጾክሙ	manual_morphemes.json
ዘሰማያዊ	manual_morphemes.json
ዘበላዕነ	manual_morphemes.json
ዘበላዕከ	manual_morphemes.json
ዘበላዕኩ	manual_morphemes.json
ዘበላዕኪ	manual_morphemes.json
ዘበላዕክሙ	manual_morphemes.json
ዘበልዐ	manual_morphemes.json
ዘበልዐት	manual_morphemes.json
ዘበልዑ	manual_morphemes.json
ዘባሰማያት	manual_morphemes.json
ዘኢይመጽእ	manual_morphemes.json
ዘዐይን	manual_morphemes.json
ዘዐጸወት	manual_morphemes.json
ዘዐጸዉ	manual_morphemes.json
ዘዐጸዋ	manual_morphemes.json
ዘዐጸውነ	manual_morphemes.json
