ናዊ	manual_morphemes.json
ንና	manual_morphemes.json
ኖት	manual_morphemes.json
ላዊ	manual_morphemes.json
ንን	manual_morphemes.json
ዘምጽ	manual_morphemes.json
ዘምጸ	manual_morphemes.json
ለንስ	manual_morphemes.json
ዘረባ	manual_morphemes.json
ዘራረ	manual_morphemes.json
ዓወት	manual_morphemes.json
ሎት	manual_morphemes.json
ዘርኣ	manual_morphemes.json
ዘርእ	manual_morphemes.json
ልን	manual_morphemes.json
ሉታዊ	manual_morphemes.json
ለንት	manual_morphemes.json
ለንን	manual_morphemes.json
ልና	manual_morphemes.json
ዙሓት	manual_morphemes.json
ዘርጊ	manual_morphemes.json
ንላዕ	manual_morphemes.json
ንኩ	manual_morphemes.json
ዕናን	manual_morphemes.json
ቐረት	manual_morphemes.json
ንሓለ	manual_morphemes.json
ንልዕ	manual_morphemes.json
ንመር	manual_morphemes.json
ልኡ	manual_morphemes.json
ኒታት	manual_morphemes.json
ንኪ	manual_morphemes.json
ንካ	manual_morphemes.json
ንሓን	manual_morphemes.json
ንምሃ	manual_morphemes.json
ንመን	manual_morphemes.json
ንምም	manual_morphemes.json
ለኩም	manual_morphemes.json
ንሓደ	manual_morphemes.json
ንምት	manual_morphemes.json
ልኩ	manual_morphemes.json
ንምን	manual_morphemes.json
ንምእ	manual_morphemes.json
ለክት	manual_morphemes.json
ልኦ	manual_morphemes.json
ንምስ	manual_morphemes.json
ዞም	manual_morphemes.json
ንምር	manual_morphemes.json
ንምቁ	manual_morphemes.json
ለካቲ	manual_morphemes.json
ቓት	manual_morphemes.json
ንምግ	manual_morphemes.json
ልኪ	manual_morphemes.json
ልካ	manual_morphemes.json
ንምዕ	manual_morphemes.json
ንምው	manual_morphemes.json
ልምም	manual_morphemes.json
ሎና	manual_morphemes.json
ቖም	manual_morphemes.json
ንምፍ	manual_morphemes.json
ዚኣ	manual_morphemes.json
ልማት	manual_morphemes.json
ዕከና	manual_morphemes.json
ለኹም	manual_morphemes.json
ናብኡ	manual_morphemes.json
ሎን	manual_morphemes.json
ንራኸ	manual_morphemes.json
ዓይን	manual_morphemes.json
ጠት	manual_morphemes.json
ለኻኽ	manual_morphemes.json
ንሳብ	manual_morphemes.json
ንሳቶ	manual_morphemes.json
ንስሳ	manual_morphemes.json
ንሳዊ	manual_morphemes.json
ዛን	manual_morphemes.json
ንስኻ	manual_morphemes.json
ንሳእ	manual_morphemes.json
ንስት	manual_morphemes.json
ናታት	manual_morphemes.json
ለወን	manual_morphemes.json
ናትና	manual_morphemes.json
ናትካ	manual_morphemes.json
ዘበር	manual_morphemes.json
ንስድ	manual_morphemes.json
ንቀሳ	manual_morphemes.json
ንቀቕ	manual_morphemes.json
ሎካ	manual_morphemes.json
ንቀቐ	manual_morphemes.json
